date,time,username,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
2025-07-15,12:25:00,nothing417_,14,alumni bimasakti kulo🙏🥰,alumni bimasakti kulo,alumni bimasakti kulo,alumni bimasakti kulo,"['alumni', 'bimasakti', 'kulo']","['alumni', 'bimasakti', 'kulo']",alumni bimasakti kulo
2025-07-17,16:07:00,najwakamala,4,semoga bisa jadi solusi bagi anak yang putus sekolah.🙏,semoga bisa jadi solusi bagi anak yang putus sekolah,semoga bisa jadi solusi bagi anak yang putus sekolah,semoga bisa jadi solusi bagi anak yang putus sekolah,"['semoga', 'bisa', 'jadi', 'solusi', 'bagi', 'anak', 'yang', 'putus', 'sekolah']","['semoga', 'solusi', 'anak', 'putus', 'sekolah']",moga solusi anak putus sekolah
2025-07-18,17:54:00,karmavillain,1,Lhaa baru tau .. tau gitu masukin anak di sini pak🙏,Lhaa baru tau  tau gitu masukin anak di sini pak,lhaa baru tau  tau gitu masukin anak di sini pak,lhaa baru tau tau begitu memasuki anak di sini pak,"['lhaa', 'baru', 'tau', 'tau', 'begitu', 'memasuki', 'anak', 'di', 'sini', 'pak']","['lhaa', 'tau', 'tau', 'memasuki', 'anak']",lhaa tau tau pasuk anak
2025-07-17,13:21:00,meflsdh,2,program ini sangat bagus. semoga dinsos selalu tepat sasaran untuk anak anak yang bisa masuk ke sekola rakyat 💪🙏,program ini sangat bagus semoga dinsos selalu tepat sasaran untuk anak anak yang bisa masuk ke sekola rakyat ,program ini sangat bagus semoga dinsos selalu tepat sasaran untuk anak anak yang bisa masuk ke sekola rakyat ,program ini sangat bagus semoga dinsos selalu tepat sasaran untuk anak anak yang bisa masuk ke sekola rakyat,"['program', 'ini', 'sangat', 'bagus', 'semoga', 'dinsos', 'selalu', 'tepat', 'sasaran', 'untuk', 'anak', 'anak', 'yang', 'bisa', 'masuk', 'ke', 'sekola', 'rakyat']","['program', 'bagus', 'semoga', 'dinsos', 'sasaran', 'anak', 'anak', 'masuk', 'sekola', 'rakyat']",program bagus moga dinsos sasar anak anak masuk kola rakyat
2025-07-15,11:58:00,ortimusmira79,8,mantap semoga sesuai dgn tujuan awal👍👍👍 ..mencerdaskan anak bangsa,mantap semoga sesuai dgn tujuan awal mencerdaskan anak bangsa,mantap semoga sesuai dgn tujuan awal mencerdaskan anak bangsa,mantap semoga sesuai dengan tujuan awal mencerdaskan anak bangsa,"['mantap', 'semoga', 'sesuai', 'dengan', 'tujuan', 'awal', 'mencerdaskan', 'anak', 'bangsa']","['mantap', 'semoga', 'sesuai', 'tujuan', 'mencerdaskan', 'anak', 'bangsa']",mantap moga sesuai tuju cerdas anak bangsa
2025-07-15,19:44:00,jumari8867,2,"semoga yang belajar krasan
kagak kabur ya","semoga yang belajar krasan
kagak kabur ya","semoga yang belajar krasan
kagak kabur ya",semoga yang belajar krasan kagak kabur ya,"['semoga', 'yang', 'belajar', 'krasan', 'kagak', 'kabur', 'ya']","['semoga', 'belajar', 'krasan', 'kagak', 'kabur', 'ya']",moga ajar krasan kagak kabur ya
2025-07-17,12:27:00,mr.head10,0,mantab,mantab,mantab,mantab,['mantab'],['mantab'],mantab
2025-07-16,08:30:00,alfarezel.andaru,3,pak anak ku kepingin sekolah di sana kalo smp .. apa bisa ..,pak anak ku kepingin sekolah di sana kalo smp  apa bisa ,pak anak ku kepingin sekolah di sana kalo smp  apa bisa ,pak anak ku pengin sekolah di sana kalau sampai apa bisa,"['pak', 'anak', 'ku', 'pengin', 'sekolah', 'di', 'sana', 'kalau', 'sampai', 'apa', 'bisa']","['anak', 'ku', 'pengin', 'sekolah']",anak ku pengin sekolah
2025-07-15,21:42:00,ninik.jawe,1,👍👍siip,siip,siip,sip,['sip'],['sip'],sip
2025-07-18,18:51:00,bridneyyo,2,@secc_slfaa,seccslfaa,seccslfaa,seccslfaa,['seccslfaa'],['seccslfaa'],seccslfaa
2025-07-15,13:41:00,makepipip,1,👍,,,,[],[],
2025-05-03,17:45:00,lilik.sofiana,0,batu SAE,batu SAE,batu sae,batu sae,"['batu', 'sae']","['batu', 'sae']",batu sae
2025-07-22,07:17:00,okky_andrianfernanda,0,"ykpo pak kok horeg di ruwet Ae saiki
liyane oleh kok Saiki di ruwet
Iki hiburan wrgane pak","ykpo pak kok horeg di ruwet Ae saiki
liyane oleh kok Saiki di ruwet
Iki hiburan wrgane pak","ykpo pak kok horeg di ruwet ae saiki
liyane oleh kok saiki di ruwet
iki hiburan wrgane pak",ykpo pak kok horeg di ruwet saja saiki liyane oleh kok saiki di ruwet iki hiburan wrgane pak,"['ykpo', 'pak', 'kok', 'horeg', 'di', 'ruwet', 'saja', 'saiki', 'liyane', 'oleh', 'kok', 'saiki', 'di', 'ruwet', 'iki', 'hiburan', 'wrgane', 'pak']","['ykpo', 'horeg', 'ruwet', 'saiki', 'liyane', 'saiki', 'ruwet', 'iki', 'hiburan', 'wrgane']",ykpo horeg ruwet saiki liyane saiki ruwet iki hibur wrgane
2025-04-17,08:18:00,hermantwow,0,SAEEEEEEE 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 wes👍👍👍👍,SAEEEEEEE  wes,saeeeeeee  wes,saeeeeeee wes,"['saeeeeeee', 'wes']","['saeeeeeee', 'wes']",saeeeeeee wes
2025-04-03,22:27:00,wedangpokak,1,"semoga cak Nur mas heli selalu dalam lindungan Allah SWT, sehingga membawa masyarakat batu lebih manfaat dan bermartabat aamiin YRA",semoga cak Nur mas heli selalu dalam lindungan Allah SWT sehingga membawa masyarakat batu lebih manfaat dan bermartabat aamiin YRA,semoga cak nur mas heli selalu dalam lindungan allah swt sehingga membawa masyarakat batu lebih manfaat dan bermartabat aamiin yra,semoga cak nur mas heli selalu dalam lindungan allah swt sehingga membawa masyarakat batu lebih manfaat dan bermartabat amin yra,"['semoga', 'cak', 'nur', 'mas', 'heli', 'selalu', 'dalam', 'lindungan', 'allah', 'swt', 'sehingga', 'membawa', 'masyarakat', 'batu', 'lebih', 'manfaat', 'dan', 'bermartabat', 'amin', 'yra']","['semoga', 'cak', 'nur', 'mas', 'heli', 'lindungan', 'allah', 'swt', 'membawa', 'masyarakat', 'batu', 'manfaat', 'bermartabat', 'amin', 'yra']",moga cak nur mas heli lindung allah swt bawa masyarakat batu manfaat martabat amin yra
2025-04-05,12:00:00,jezztik6,1,satu komando,satu komando,satu komando,satu komando,"['satu', 'komando']",['komando'],komando
2025-04-07,22:47:00,mrs_no_bodys,1,menyala bpk walikota ku....,menyala bpk walikota ku,menyala bpk walikota ku,menyala bpk walikota ku,"['menyala', 'bpk', 'walikota', 'ku']","['menyala', 'bpk', 'walikota', 'ku']",nyala bpk walikota ku
2025-04-04,07:04:00,fikri.thalib,1,mantaaaaaaaaffff,mantaaaaaaaaffff,mantaaaaaaaaffff,mantaaaaaaaaffff,['mantaaaaaaaaffff'],['mantaaaaaaaaffff'],mantaaaaaaaaffff
2025-04-05,12:16:00,mbahbasori8,1,sehat selalu pak wali dan pak wawali,sehat selalu pak wali dan pak wawali,sehat selalu pak wali dan pak wawali,sehat selalu pak wali dan pak wawali,"['sehat', 'selalu', 'pak', 'wali', 'dan', 'pak', 'wawali']","['sehat', 'wali', 'wawali']",sehat wali wawali
2025-04-03,19:30:00,bambangsulistiyo783,1,mugi istiqomah... mbangun mBatu tambah sae🤲🤲🤲,mugi istiqomah mbangun mBatu tambah sae,mugi istiqomah mbangun mbatu tambah sae,mugi istikamah mbangun mbatu tambah sae,"['mugi', 'istikamah', 'mbangun', 'mbatu', 'tambah', 'sae']","['mugi', 'istikamah', 'mbangun', 'mbatu', 'sae']",mugi istikamah mbangun mbatu sae
2025-04-04,00:49:00,fikroenz,0,"Bismillah cak wali, semoga bisa bahu membahu pembangunan Kota Batu Bersama Wong Batu Dewe, dengan Tagar Kadis (Kepala Dinas) Tidak ada visi misi,selain Visi Misi Kepala Daerah.
Wong Batu All Out","Bismillah cak wali semoga bisa bahu membahu pembangunan Kota Batu Bersama Wong Batu Dewe dengan Tagar Kadis Kepala Dinas Tidak ada visi misiselain Visi Misi Kepala Daerah
Wong Batu All Out","bismillah cak wali semoga bisa bahu membahu pembangunan kota batu bersama wong batu dewe dengan tagar kadis kepala dinas tidak ada visi misiselain visi misi kepala daerah
wong batu all out",bismillah cak wali semoga bisa bahu membahu pembangunan kota batu bersama wong batu dewe dengan tagar kadis kepala dinas tidak ada visi misiselain visi misi kepala daerah wong batu all out,"['bismillah', 'cak', 'wali', 'semoga', 'bisa', 'bahu', 'membahu', 'pembangunan', 'kota', 'batu', 'bersama', 'wong', 'batu', 'dewe', 'dengan', 'tagar', 'kadis', 'kepala', 'dinas', 'tidak', 'ada', 'visi', 'misiselain', 'visi', 'misi', 'kepala', 'daerah', 'wong', 'batu', 'all', 'out']","['bismillah', 'cak', 'wali', 'semoga', 'bahu', 'membahu', 'pembangunan', 'kota', 'batu', 'batu', 'dewe', 'tagar', 'kadis', 'kepala', 'dinas', 'visi', 'misiselain', 'visi', 'misi', 'kepala', 'daerah', 'batu', 'all', 'out']",bismillah cak wali moga bahu bahu bangun kota batu batu dewe tagar kad kepala dinas visi misiselain visi misi kepala daerah batu all out
2024-11-01,12:48:00,lylia_gadis,1,Pambangunan jaringan jalan ka objek wisata ngadukung akses wargi ka alam,Pambangunan jaringan jalan ka objek wisata ngadukung akses wargi ka alam,pambangunan jaringan jalan ka objek wisata ngadukung akses wargi ka alam,pambangunan jaringan jalan kak objek wisata ngadukung akses wargi kak alam,"['pambangunan', 'jaringan', 'jalan', 'kak', 'objek', 'wisata', 'ngadukung', 'akses', 'wargi', 'kak', 'alam']","['pambangunan', 'jaringan', 'jalan', 'kak', 'objek', 'wisata', 'ngadukung', 'akses', 'wargi', 'kak', 'alam']",pambangunan jaring jalan kak objek wisata ngadukung akses wargi kak alam
2024-11-01,13:11:00,zaula_amijah37,0,Dunia memandang Presiden Jokowi sebagai pemimpin yang visioner dan proaktif,Dunia memandang Presiden Jokowi sebagai pemimpin yang visioner dan proaktif,dunia memandang presiden jokowi sebagai pemimpin yang visioner dan proaktif,dunia memandang presiden jokowi sebagai pemimpin yang visioner dan proaktif,"['dunia', 'memandang', 'presiden', 'jokowi', 'sebagai', 'pemimpin', 'yang', 'visioner', 'dan', 'proaktif']","['dunia', 'memandang', 'presiden', 'jokowi', 'pemimpin', 'visioner', 'proaktif']",dunia pandang presiden jokowi pimpin visioner proaktif
2024-11-01,12:55:00,marlina_kauri5,0,Pembangunan jalan tol dorong pertumbuhan ekonomi daerah,Pembangunan jalan tol dorong pertumbuhan ekonomi daerah,pembangunan jalan tol dorong pertumbuhan ekonomi daerah,pembangunan jalan tol dorong pertumbuhan ekonomi daerah,"['pembangunan', 'jalan', 'tol', 'dorong', 'pertumbuhan', 'ekonomi', 'daerah']","['pembangunan', 'jalan', 'tol', 'dorong', 'pertumbuhan', 'ekonomi', 'daerah']",bangun jalan tol dorong tumbuh ekonomi daerah
2024-11-01,12:58:00,jessica_sitompul3,0,Infrastruktur yang terhubung dan modern mempercepat akses masyarakat terhadap layanan publik dan kesehatan,Infrastruktur yang terhubung dan modern mempercepat akses masyarakat terhadap layanan publik dan kesehatan,infrastruktur yang terhubung dan modern mempercepat akses masyarakat terhadap layanan publik dan kesehatan,infrastruktur yang terhubung dan modern mempercepat akses masyarakat terhadap layanan publik dan kesehatan,"['infrastruktur', 'yang', 'terhubung', 'dan', 'modern', 'mempercepat', 'akses', 'masyarakat', 'terhadap', 'layanan', 'publik', 'dan', 'kesehatan']","['infrastruktur', 'terhubung', 'modern', 'mempercepat', 'akses', 'masyarakat', 'layanan', 'publik', 'kesehatan']",infrastruktur hubung modern cepat akses masyarakat layan publik sehat
2024-11-01,12:59:00,dito_wardana9,0,Internet cepat dorong peningkatan produktivitas bisnis,Internet cepat dorong peningkatan produktivitas bisnis,internet cepat dorong peningkatan produktivitas bisnis,internet cepat dorong peningkatan produktivitas bisnis,"['internet', 'cepat', 'dorong', 'peningkatan', 'produktivitas', 'bisnis']","['internet', 'cepat', 'dorong', 'peningkatan', 'produktivitas', 'bisnis']",internet cepat dorong tingkat produktivitas bisnis
2024-11-01,13:00:00,janet_lstrari3,0,Infrastruktur memicu pertumbuhan sektor konstruksi dan manufaktur,Infrastruktur memicu pertumbuhan sektor konstruksi dan manufaktur,infrastruktur memicu pertumbuhan sektor konstruksi dan manufaktur,infrastruktur memicu pertumbuhan sektor konstruksi dan manufaktur,"['infrastruktur', 'memicu', 'pertumbuhan', 'sektor', 'konstruksi', 'dan', 'manufaktur']","['infrastruktur', 'memicu', 'pertumbuhan', 'sektor', 'konstruksi', 'manufaktur']",infrastruktur picu tumbuh sektor konstruksi manufaktur
2024-11-01,13:01:00,raziq_cadi93,0,Kepemimpinan Presiden Jokowi membawa perubahan besar dalam pembangunan infrastruktur Indonesia,Kepemimpinan Presiden Jokowi membawa perubahan besar dalam pembangunan infrastruktur Indonesia,kepemimpinan presiden jokowi membawa perubahan besar dalam pembangunan infrastruktur indonesia,kepemimpinan presiden jokowi membawa perubahan besar dalam pembangunan infrastruktur indonesia,"['kepemimpinan', 'presiden', 'jokowi', 'membawa', 'perubahan', 'besar', 'dalam', 'pembangunan', 'infrastruktur', 'indonesia']","['kepemimpinan', 'presiden', 'jokowi', 'membawa', 'perubahan', 'pembangunan', 'infrastruktur', 'indonesia']",pimpin presiden jokowi bawa ubah bangun infrastruktur indonesia
2024-11-01,13:03:00,devi_elina1,0,Jaringan telekomunikasi anu kuat ngadukung transformasi bisnis,Jaringan telekomunikasi anu kuat ngadukung transformasi bisnis,jaringan telekomunikasi anu kuat ngadukung transformasi bisnis,jaringan telekomunikasi anu kuat ngadukung transformasi bisnis,"['jaringan', 'telekomunikasi', 'anu', 'kuat', 'ngadukung', 'transformasi', 'bisnis']","['jaringan', 'telekomunikasi', 'anu', 'kuat', 'ngadukung', 'transformasi', 'bisnis']",jaring telekomunikasi anu kuat ngadukung transformasi bisnis
2024-11-01,13:05:00,kayla_hifzah22,0,Pembangunan infrastruktur yang lebih baik akan meningkatkan daya saing Indonesia di dunia internasional,Pembangunan infrastruktur yang lebih baik akan meningkatkan daya saing Indonesia di dunia internasional,pembangunan infrastruktur yang lebih baik akan meningkatkan daya saing indonesia di dunia internasional,pembangunan infrastruktur yang lebih baik akan meningkatkan daya saing indonesia di dunia internasional,"['pembangunan', 'infrastruktur', 'yang', 'lebih', 'baik', 'akan', 'meningkatkan', 'daya', 'saing', 'indonesia', 'di', 'dunia', 'internasional']","['pembangunan', 'infrastruktur', 'meningkatkan', 'daya', 'saing', 'indonesia', 'dunia', 'internasional']",bangun infrastruktur tingkat daya saing indonesia dunia internasional
2024-11-01,13:07:00,bunga.ida,0,"Jokowi punya visi keras buat infrastruktur, bikin bangga deh!",Jokowi punya visi keras buat infrastruktur bikin bangga deh,jokowi punya visi keras buat infrastruktur bikin bangga deh,jokowi punya visi keras buat infrastruktur bikin bangga deh,"['jokowi', 'punya', 'visi', 'keras', 'buat', 'infrastruktur', 'bikin', 'bangga', 'deh']","['jokowi', 'visi', 'keras', 'infrastruktur', 'bikin', 'bangga', 'deh']",jokowi visi keras infrastruktur bikin bangga deh
2024-11-01,13:07:00,dimaz_alvian,0,Pembangunan transportasi umum berdampak positif pada mobilitas penduduk,Pembangunan transportasi umum berdampak positif pada mobilitas penduduk,pembangunan transportasi umum berdampak positif pada mobilitas penduduk,pembangunan transportasi umum berdampak positif pada mobilitas penduduk,"['pembangunan', 'transportasi', 'umum', 'berdampak', 'positif', 'pada', 'mobilitas', 'penduduk']","['pembangunan', 'transportasi', 'berdampak', 'positif', 'mobilitas', 'penduduk']",bangun transportasi dampak positif mobilitas duduk
2024-11-01,13:08:00,winda_hndyn,0,"Mantap, nih! Infrastruktur bikin Indonesia semakin on the map.",Mantap nih Infrastruktur bikin Indonesia semakin on the map,mantap nih infrastruktur bikin indonesia semakin on the map,mantap nih infrastruktur bikin indonesia semakin on the map,"['mantap', 'nih', 'infrastruktur', 'bikin', 'indonesia', 'semakin', 'on', 'the', 'map']","['mantap', 'nih', 'infrastruktur', 'bikin', 'indonesia', 'on', 'the', 'map']",mantap nih infrastruktur bikin indonesia on the map
2024-11-01,13:09:00,ikhsan_afiansyah,0,Infrastruktur mendukung pemanfaatan energi terbarukan untuk pembangunan berkelanjutan,Infrastruktur mendukung pemanfaatan energi terbarukan untuk pembangunan berkelanjutan,infrastruktur mendukung pemanfaatan energi terbarukan untuk pembangunan berkelanjutan,infrastruktur mendukung pemanfaatan energi terbarukan untuk pembangunan berkelanjutan,"['infrastruktur', 'mendukung', 'pemanfaatan', 'energi', 'terbarukan', 'untuk', 'pembangunan', 'berkelanjutan']","['infrastruktur', 'mendukung', 'pemanfaatan', 'energi', 'terbarukan', 'pembangunan', 'berkelanjutan']",infrastruktur dukung manfaat energi baru bangun lanjut
2024-11-01,12:55:00,faruq_rayyan,0,adat suku indonesia untuk memperkarya bang negara indonesia,adat suku indonesia untuk memperkarya bang negara indonesia,adat suku indonesia untuk memperkarya bang negara indonesia,adat suku indonesia untuk memperkarya abang negara indonesia,"['adat', 'suku', 'indonesia', 'untuk', 'memperkarya', 'abang', 'negara', 'indonesia']","['adat', 'suku', 'indonesia', 'memperkarya', 'abang', 'negara', 'indonesia']",adat suku indonesia karya abang negara indonesia
2024-11-01,13:13:00,dzikry_rahwanaa,0,Jalan raya yang modern mengurangi waktu perjalanan dan kemacetan lalu lintas,Jalan raya yang modern mengurangi waktu perjalanan dan kemacetan lalu lintas,jalan raya yang modern mengurangi waktu perjalanan dan kemacetan lalu lintas,jalan raya yang modern mengurangi waktu perjalanan dan kemacetan lalu lintas,"['jalan', 'raya', 'yang', 'modern', 'mengurangi', 'waktu', 'perjalanan', 'dan', 'kemacetan', 'lalu', 'lintas']","['jalan', 'raya', 'modern', 'mengurangi', 'perjalanan', 'kemacetan', 'lintas']",jalan raya modern kurang jalan macet lintas
2024-11-01,13:14:00,zizi_hstuti8,0,Jaringan transportasi mendukung konektivitas regional,Jaringan transportasi mendukung konektivitas regional,jaringan transportasi mendukung konektivitas regional,jaringan transportasi mendukung konektivitas regional,"['jaringan', 'transportasi', 'mendukung', 'konektivitas', 'regional']","['jaringan', 'transportasi', 'mendukung', 'konektivitas', 'regional']",jaring transportasi dukung konektivitas regional
2024-11-01,13:15:00,nafi_aziz,0,"Kami warga Manokwari mendukung program pembangunan infrastruktur, Indonesia akan semakin baik",Kami warga Manokwari mendukung program pembangunan infrastruktur Indonesia akan semakin baik,kami warga manokwari mendukung program pembangunan infrastruktur indonesia akan semakin baik,kami warga manokwari mendukung program pembangunan infrastruktur indonesia akan semakin baik,"['kami', 'warga', 'manokwari', 'mendukung', 'program', 'pembangunan', 'infrastruktur', 'indonesia', 'akan', 'semakin', 'baik']","['warga', 'manokwari', 'mendukung', 'program', 'pembangunan', 'infrastruktur', 'indonesia']",warga manokwari dukung program bangun infrastruktur indonesia
2024-11-01,13:19:00,hana_farida55,0,Pambangunan jalan lingkar ngurangan beban lalu lintas di pusat kota,Pambangunan jalan lingkar ngurangan beban lalu lintas di pusat kota,pambangunan jalan lingkar ngurangan beban lalu lintas di pusat kota,pambangunan jalan lingkar ngurangan beban lalu lintas di pusat kota,"['pambangunan', 'jalan', 'lingkar', 'ngurangan', 'beban', 'lalu', 'lintas', 'di', 'pusat', 'kota']","['pambangunan', 'jalan', 'lingkar', 'ngurangan', 'beban', 'lintas', 'pusat', 'kota']",pambangunan jalan lingkar ngurangan beban lintas pusat kota
2024-11-01,13:21:00,syahrul_ryan,0,"Program infra Jokowi, bikin kita semakin relevant di dunia",Program infra Jokowi bikin kita semakin relevant di dunia,program infra jokowi bikin kita semakin relevant di dunia,program infra jokowi bikin kita semakin relevant di dunia,"['program', 'infra', 'jokowi', 'bikin', 'kita', 'semakin', 'relevant', 'di', 'dunia']","['program', 'infra', 'jokowi', 'bikin', 'relevant', 'dunia']",program infra jokowi bikin relevant dunia
2024-11-01,13:27:00,rani_idaa,0,Infrastruktur anu mumpuni ngadukung pangembangan industri manufaktur,Infrastruktur anu mumpuni ngadukung pangembangan industri manufaktur,infrastruktur anu mumpuni ngadukung pangembangan industri manufaktur,infrastruktur anu mumpuni ngadukung pangembangan industri manufaktur,"['infrastruktur', 'anu', 'mumpuni', 'ngadukung', 'pangembangan', 'industri', 'manufaktur']","['infrastruktur', 'anu', 'mumpuni', 'ngadukung', 'pangembangan', 'industri', 'manufaktur']",infrastruktur anu mumpuni ngadukung pangembangan industri manufaktur
2024-11-01,15:11:00,ivan_sauqii,0,Infrastruktur yang memadai meningkatkan konektivitas antar wilayah,Infrastruktur yang memadai meningkatkan konektivitas antar wilayah,infrastruktur yang memadai meningkatkan konektivitas antar wilayah,infrastruktur yang memadai meningkatkan konektivitas antar wilayah,"['infrastruktur', 'yang', 'memadai', 'meningkatkan', 'konektivitas', 'antar', 'wilayah']","['infrastruktur', 'memadai', 'meningkatkan', 'konektivitas', 'wilayah']",infrastruktur pada tingkat konektivitas wilayah
2024-11-01,15:47:00,ayna_zakary,0,Infrastruktur pintar (smart infrastructure) ngalakukeun kamandirian ku sistem anu hengkang energi,Infrastruktur pintar smart infrastructure ngalakukeun kamandirian ku sistem anu hengkang energi,infrastruktur pintar smart infrastructure ngalakukeun kamandirian ku sistem anu hengkang energi,infrastruktur pintar smart infrastructure ngalakukeun kamandirian ku sistem anu hengkang energi,"['infrastruktur', 'pintar', 'smart', 'infrastructure', 'ngalakukeun', 'kamandirian', 'ku', 'sistem', 'anu', 'hengkang', 'energi']","['infrastruktur', 'pintar', 'smart', 'infrastructure', 'ngalakukeun', 'kamandirian', 'ku', 'sistem', 'anu', 'hengkang', 'energi']",infrastruktur pintar smart infrastructure ngalakukeun kamandirian ku sistem anu hengkang energi
2024-11-01,17:38:00,murni_saharuu,0,"Jokowi, presiden yang mampu membuat Indonesia semakin diperhitungkan di mata dunia lewat prestasinya dalam memajukan infrastruktur",Jokowi presiden yang mampu membuat Indonesia semakin diperhitungkan di mata dunia lewat prestasinya dalam memajukan infrastruktur,jokowi presiden yang mampu membuat indonesia semakin diperhitungkan di mata dunia lewat prestasinya dalam memajukan infrastruktur,jokowi presiden yang mampu membuat indonesia semakin diperhitungkan di mata dunia lewat prestasinya dalam memajukan infrastruktur,"['jokowi', 'presiden', 'yang', 'mampu', 'membuat', 'indonesia', 'semakin', 'diperhitungkan', 'di', 'mata', 'dunia', 'lewat', 'prestasinya', 'dalam', 'memajukan', 'infrastruktur']","['jokowi', 'presiden', 'indonesia', 'diperhitungkan', 'mata', 'dunia', 'prestasinya', 'memajukan', 'infrastruktur']",jokowi presiden indonesia hitung mata dunia prestasi maju infrastruktur
2024-11-01,18:05:00,jinawi_kuswoyo,0,"Infra Jokowi, jadi fondasi kuat buat kita bangun masa depan",Infra Jokowi jadi fondasi kuat buat kita bangun masa depan,infra jokowi jadi fondasi kuat buat kita bangun masa depan,infra jokowi jadi fondasi kuat buat kita bangun masa depan,"['infra', 'jokowi', 'jadi', 'fondasi', 'kuat', 'buat', 'kita', 'bangun', 'masa', 'depan']","['infra', 'jokowi', 'fondasi', 'kuat', 'bangun']",infra jokowi fondasi kuat bangun
2024-11-01,18:24:00,xandraya_briana,0,Jokowi ngerti banget soal ngebutin pembangunan,Jokowi ngerti banget soal ngebutin pembangunan,jokowi ngerti banget soal ngebutin pembangunan,jokowi mengerti banget soal ngebutin pembangunan,"['jokowi', 'mengerti', 'banget', 'soal', 'ngebutin', 'pembangunan']","['jokowi', 'mengerti', 'banget', 'ngebutin', 'pembangunan']",jokowi erti banget ngebutin bangun
2024-11-01,19:06:00,xena_odelia,0,Jaringan pipa gas jeung listrik ngurangan katergantungan ka sumber energi khusus,Jaringan pipa gas jeung listrik ngurangan katergantungan ka sumber energi khusus,jaringan pipa gas jeung listrik ngurangan katergantungan ka sumber energi khusus,jaringan pipa gas jeung listrik ngurangan katergantungan kak sumber energi khusus,"['jaringan', 'pipa', 'gas', 'jeung', 'listrik', 'ngurangan', 'katergantungan', 'kak', 'sumber', 'energi', 'khusus']","['jaringan', 'pipa', 'gas', 'jeung', 'listrik', 'ngurangan', 'katergantungan', 'kak', 'sumber', 'energi', 'khusus']",jaring pipa gas jeung listrik ngurangan katergantungan kak sumber energi khusus
2024-11-01,12:46:00,ricard_nandaa,0,"Jalan tol bikin kita gak cuma move on, tapi move up",Jalan tol bikin kita gak cuma move on tapi move up,jalan tol bikin kita gak cuma move on tapi move up,jalan tol bikin kita tidak cuma move on tapi move up,"['jalan', 'tol', 'bikin', 'kita', 'tidak', 'cuma', 'move', 'on', 'tapi', 'move', 'up']","['jalan', 'tol', 'bikin', 'move', 'on', 'move', 'up']",jalan tol bikin move on move up
2024-11-01,12:30:00,bambang_w875,0,Jaringan pipa distribusi minyak meningkatkan ketahanan energi,Jaringan pipa distribusi minyak meningkatkan ketahanan energi,jaringan pipa distribusi minyak meningkatkan ketahanan energi,jaringan pipa distribusi minyak meningkatkan ketahanan energi,"['jaringan', 'pipa', 'distribusi', 'minyak', 'meningkatkan', 'ketahanan', 'energi']","['jaringan', 'pipa', 'distribusi', 'minyak', 'meningkatkan', 'ketahanan', 'energi']",jaring pipa distribusi minyak tingkat tahan energi
2024-11-01,12:31:00,lea_wanda25,0,Infrastruktur anu kuat ngabantukeun akses pendidikan pikeun kabeh,Infrastruktur anu kuat ngabantukeun akses pendidikan pikeun kabeh,infrastruktur anu kuat ngabantukeun akses pendidikan pikeun kabeh,infrastruktur anu kuat ngabantukeun akses pendidikan pikeun kabeh,"['infrastruktur', 'anu', 'kuat', 'ngabantukeun', 'akses', 'pendidikan', 'pikeun', 'kabeh']","['infrastruktur', 'anu', 'kuat', 'ngabantukeun', 'akses', 'pendidikan', 'pikeun', 'kabeh']",infrastruktur anu kuat ngabantukeun akses didik pikeun kabeh
2024-11-01,12:33:00,restu_nurainii,0,Pambangunan sarana olahraga ngajantenkeun pangembangan olahraga jeung prestasi,Pambangunan sarana olahraga ngajantenkeun pangembangan olahraga jeung prestasi,pambangunan sarana olahraga ngajantenkeun pangembangan olahraga jeung prestasi,pambangunan sarana olahraga ngajantenkeun pangembangan olahraga jeung prestasi,"['pambangunan', 'sarana', 'olahraga', 'ngajantenkeun', 'pangembangan', 'olahraga', 'jeung', 'prestasi']","['pambangunan', 'sarana', 'olahraga', 'ngajantenkeun', 'pangembangan', 'olahraga', 'jeung', 'prestasi']",pambangunan sarana olahraga ngajantenkeun pangembangan olahraga jeung prestasi
2025-02-19,05:57:00,heeyyviitt,6,"Ponpes ndi iki lek beritane tmenan,tekok pihak ponpes kan kudu onk pelakune pisan kok smpek gelem kongsi te notop kasus ceg gk ke up 😑",Ponpes ndi iki lek beritane tmenantekok pihak ponpes kan kudu onk pelakune pisan kok smpek gelem kongsi te notop kasus ceg gk ke up ,ponpes ndi iki lek beritane tmenantekok pihak ponpes kan kudu onk pelakune pisan kok smpek gelem kongsi te notop kasus ceg gk ke up ,ponpes ndi iki lek beritane tmenantekok pihak ponpes kan kudu onk pelakune pisan kok smpek gelem kongsi te notop kasus ceg tidak ke up,"['ponpes', 'ndi', 'iki', 'lek', 'beritane', 'tmenantekok', 'pihak', 'ponpes', 'kan', 'kudu', 'onk', 'pelakune', 'pisan', 'kok', 'smpek', 'gelem', 'kongsi', 'te', 'notop', 'kasus', 'ceg', 'tidak', 'ke', 'up']","['ponpes', 'ndi', 'iki', 'lek', 'beritane', 'tmenantekok', 'ponpes', 'kudu', 'onk', 'pelakune', 'pisan', 'smpek', 'gelem', 'kongsi', 'te', 'notop', 'ceg', 'up']",ponpes ndi iki lek beritane tmenantekok ponpes kudu onk pelakune pis smpek gelem kongsi te notop ceg up
