date,time,username,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,clean_text
2025-06-21,19:27:00,elysukriani,0,iki sing barang e digowo tapi GK dibayar,iki sing barang e digowo tapi GK dibayar,iki sing barang e digowo tapi gk dibayar,iki sing barang e digowo tapi tidak dibayar,"['iki', 'sing', 'barang', 'e', 'digowo', 'tapi', 'tidak', 'dibayar']","['iki', 'sing', 'barang', 'e', 'digowo', 'dibayar']",iki sing barang e digowo bayar,iki sing barang e digowo tapi gk dibayar
2025-06-24,12:58:00,t.3.5.1..ilakes.31,0,👍🔥🔥🔥🔥🔥,,,,[],[],,
2025-06-21,10:53:00,waqettttt,0,kalisongo kenek 1 ton,kalisongo kenek  ton,kalisongo kenek  ton,kalisongo kenek ton,"['kalisongo', 'kenek', 'ton']","['kalisongo', 'kenek', 'ton']",kalisongo kenek ton,kalisongo kenek ton
2025-06-26,01:31:00,anakembahbuk,0,LBH berbahaya koruptor Ndan😎🤘🏻,LBH berbahaya koruptor Ndan,lbh berbahaya koruptor ndan,lebih berbahaya koruptor ndan,"['lebih', 'berbahaya', 'koruptor', 'ndan']","['berbahaya', 'koruptor', 'ndan']",bahaya koruptor ndan,lbh berbahaya koruptor ndan
2025-06-23,18:27:00,lutgardiss,0,Jeruk e bpkku pisan di colong,Jeruk e bpkku pisan di colong,jeruk e bpkku pisan di colong,jeruk e bpkku pisan di colong,"['jeruk', 'e', 'bpkku', 'pisan', 'di', 'colong']","['jeruk', 'e', 'bpkku', 'pisan', 'colong']",jeruk e bpkku pis colong,jeruk e bpkku pisan di colong
2025-06-21,14:38:00,senja413491,0,ini yg di dau itu ya .. motif pelaku nebas jeruk dgn harga sesuai kesepakatan.. setelah jeruk di panen orgnya kabur tanpa bayar itu ya.. kemarin waktu plg kebetulan sempet lewat dan dgr org situ rame bhas ini,ini yg di dau itu ya  motif pelaku nebas jeruk dgn harga sesuai kesepakatan setelah jeruk di panen orgnya kabur tanpa bayar itu ya kemarin waktu plg kebetulan sempet lewat dan dgr org situ rame bhas ini,ini yg di dau itu ya  motif pelaku nebas jeruk dgn harga sesuai kesepakatan setelah jeruk di panen orgnya kabur tanpa bayar itu ya kemarin waktu plg kebetulan sempet lewat dan dgr org situ rame bhas ini,ini yang di dau itu ya motif pelaku nebas jeruk dengan harga sesuai kesepakatan setelah jeruk di panen orgnya kabur tanpa bayar itu ya kemarin waktu pulang kebetulan sempat lewat dan dengar orang situ rame bahas ini,"['ini', 'yang', 'di', 'dau', 'itu', 'ya', 'motif', 'pelaku', 'nebas', 'jeruk', 'dengan', 'harga', 'sesuai', 'kesepakatan', 'setelah', 'jeruk', 'di', 'panen', 'orgnya', 'kabur', 'tanpa', 'bayar', 'itu', 'ya', 'kemarin', 'waktu', 'pulang', 'kebetulan', 'sempat', 'lewat', 'dan', 'dengar', 'orang', 'situ', 'rame', 'bahas', 'ini']","['dau', 'ya', 'motif', 'pelaku', 'nebas', 'jeruk', 'harga', 'sesuai', 'kesepakatan', 'jeruk', 'panen', 'orgnya', 'kabur', 'bayar', 'ya', 'kemarin', 'pulang', 'dengar', 'orang', 'situ', 'rame', 'bahas']",dau ya motif laku nebas jeruk harga sesuai sepakat jeruk panen orgnya kabur bayar ya kemarin pulang dengar orang situ rame bahas,ini yg di dau itu ya motif pelaku nebas jeruk dgn harga sesuai kesepakatan setelah jeruk di panen orgnya kabur tanpa bayar itu ya kemarin waktu plg kebetulan sempet lewat dan dgr org situ rame bhas ini
2025-06-23,02:53:00,tasyarizka18,0,"mertua ku juga pernah kena tipu
jeruk wes di unduh wes di tukok no rokok wes di ingoni jeruk e gk di bayar..wong e kabur nang Kalimantan 😌
korban nya juga banyak","mertua ku juga pernah kena tipu
jeruk wes di unduh wes di tukok no rokok wes di ingoni jeruk e gk di bayarwong e kabur nang Kalimantan 
korban nya juga banyak","mertua ku juga pernah kena tipu
jeruk wes di unduh wes di tukok no rokok wes di ingoni jeruk e gk di bayarwong e kabur nang kalimantan 
korban nya juga banyak",mertua ku juga pernah kena tipu jeruk wes di unduh wes di tukok no rokok wes di ingoni jeruk e tidak di bayarwong e kabur nang kalimantan korban ya juga banyak,"['mertua', 'ku', 'juga', 'pernah', 'kena', 'tipu', 'jeruk', 'wes', 'di', 'unduh', 'wes', 'di', 'tukok', 'no', 'rokok', 'wes', 'di', 'ingoni', 'jeruk', 'e', 'tidak', 'di', 'bayarwong', 'e', 'kabur', 'nang', 'kalimantan', 'korban', 'ya', 'juga', 'banyak']","['mertua', 'ku', 'kena', 'tipu', 'jeruk', 'wes', 'unduh', 'wes', 'tukok', 'no', 'rokok', 'wes', 'ingoni', 'jeruk', 'e', 'bayarwong', 'e', 'kabur', 'nang', 'kalimantan', 'korban', 'ya']",mertua ku kena tipu jeruk wes unduh wes tukok no rokok wes ingoni jeruk e bayarwong e kabur nang kalimantan korban ya,mertua ku juga pernah kena tipu jeruk wes di unduh wes di tukok no rokok wes di ingoni jeruk e gk di bayarwong e kabur nang kalimantan korban nya juga banyak
2025-06-21,05:37:00,bareng_mas_blankon,0,ngisin ngisini Ngalam ae 😞,ngisin ngisini Ngalam ae ,ngisin ngisini ngalam ae ,ngisin ngisini ngalam saja,"['ngisin', 'ngisini', 'ngalam', 'saja']","['ngisin', 'ngisini', 'ngalam']",ngisin ngisini ngalam,ngisin ngisini ngalam ae
2025-06-21,07:28:00,singaraja061,0,ndag dringkes ae wong Kyo ngunu iku!!!,ndag dringkes ae wong Kyo ngunu iku,ndag dringkes ae wong kyo ngunu iku,ndag dringkes saja wong kyo ngunu iku,"['ndag', 'dringkes', 'saja', 'wong', 'kyo', 'ngunu', 'iku']","['ndag', 'dringkes', 'kyo', 'ngunu', 'iku']",ndag dringkes kyo ngunu iku,ndag dringkes ae wong kyo ngunu iku
2025-06-24,22:38:00,nanangariff,0,drg sue Bose kenek tipu 20jt😭,drg sue Bose kenek tipu jt,drg sue bose kenek tipu jt,drg sue bose kenek tipu juta,"['drg', 'sue', 'bose', 'kenek', 'tipu', 'juta']","['drg', 'sue', 'bose', 'kenek', 'tipu', 'juta']",drg sue bose kenek tipu juta,drg sue bose kenek tipu jt
2025-06-21,09:25:00,roydwi8,0,🔥🔥🔥🔥🔥🔥🔥,,,,[],[],,
2025-06-21,16:53:00,imam.ma.arif,0,BUSTED,BUSTED,busted,busted,['busted'],['busted'],busted,busted
2025-07-16,16:12:00,radea.pijar,0,tukang parkir lo lapo,tukang parkir lo lapo,tukang parkir lo lapo,tukang parkir lo lapo,"['tukang', 'parkir', 'lo', 'lapo']","['tukang', 'parkir', 'lo', 'lapo']",tukang parkir lo lapo,tukang parkir lo lapo
2025-07-05,17:27:00,widahelmi,0,"tanggal 1,2,3 anak q Porprov loncat indah di Selecta. aman.
memang pas tanggal 3 sore hujan deras, agak banyak luapan airnya, tapi Alhamdulillah semua baik2 saja","tanggal  anak q Porprov loncat indah di Selecta aman
memang pas tanggal  sore hujan deras agak banyak luapan airnya tapi Alhamdulillah semua baik saja","tanggal  anak q porprov loncat indah di selecta aman
memang pas tanggal  sore hujan deras agak banyak luapan airnya tapi alhamdulillah semua baik saja",tanggal anak ku porprov loncat indah di selecta aman memang pas tanggal sore hujan deras agak banyak luapan airnya tapi alhamdulillah semua baik saja,"['tanggal', 'anak', 'ku', 'porprov', 'loncat', 'indah', 'di', 'selecta', 'aman', 'memang', 'pas', 'tanggal', 'sore', 'hujan', 'deras', 'agak', 'banyak', 'luapan', 'airnya', 'tapi', 'alhamdulillah', 'semua', 'baik', 'saja']","['tanggal', 'anak', 'ku', 'porprov', 'loncat', 'indah', 'selecta', 'aman', 'pas', 'tanggal', 'sore', 'hujan', 'deras', 'luapan', 'airnya', 'alhamdulillah']",tanggal anak ku porprov loncat indah selecta aman pas tanggal sore hujan deras luap air alhamdulillah,tanggal anak q porprov loncat indah di selecta aman memang pas tanggal sore hujan deras agak banyak luapan airnya tapi alhamdulillah semua baik saja
2025-07-08,19:25:00,arsyilawashil,0,"kemaren hari minggu juga hujan lebat,rasanya deg deg ser,kalau hujan gni rasanya kapok gak mau ksna lagi,tpi kalau gak musim hujan pingin kesana lagi,",kemaren hari minggu juga hujan lebatrasanya deg deg serkalau hujan gni rasanya kapok gak mau ksna lagitpi kalau gak musim hujan pingin kesana lagi,kemaren hari minggu juga hujan lebatrasanya deg deg serkalau hujan gni rasanya kapok gak mau ksna lagitpi kalau gak musim hujan pingin kesana lagi,kemarin hari minggu juga hujan lebatrasanya deg deg serkalau hujan begini rasanya kapok tidak mau ksna lagitpi kalau tidak musim hujan pengin kesana lagi,"['kemarin', 'hari', 'minggu', 'juga', 'hujan', 'lebatrasanya', 'deg', 'deg', 'serkalau', 'hujan', 'begini', 'rasanya', 'kapok', 'tidak', 'mau', 'ksna', 'lagitpi', 'kalau', 'tidak', 'musim', 'hujan', 'pengin', 'kesana', 'lagi']","['kemarin', 'minggu', 'hujan', 'lebatrasanya', 'deg', 'deg', 'serkalau', 'hujan', 'kapok', 'ksna', 'lagitpi', 'musim', 'hujan', 'pengin', 'kesana']",kemarin minggu hujan lebatrasanya deg deg serkalau hujan kapok ksna lagitpi musim hujan pengin kesana,kemaren hari minggu juga hujan lebatrasanya deg deg serkalau hujan gni rasanya kapok gak mau ksna lagitpi kalau gak musim hujan pingin kesana lagi
2025-07-06,10:19:00,muizahfikri,0,kpn ini,kpn ini,kpn ini,kapan ini,"['kapan', 'ini']",[],,kpn ini
2025-07-06,19:53:00,istrinyaasuamiii_,0,"Alhamdulillah tadi siang kesana aman"" saja🙏🙏",Alhamdulillah tadi siang kesana aman saja,alhamdulillah tadi siang kesana aman saja,alhamdulillah tadi siang kesana aman saja,"['alhamdulillah', 'tadi', 'siang', 'kesana', 'aman', 'saja']","['alhamdulillah', 'siang', 'kesana', 'aman']",alhamdulillah siang kesana aman,alhamdulillah tadi siang kesana aman saja
2025-07-06,16:00:00,jaangga,0,Alhamdulillah Minggu lalu udah kesitu pas cuaca bagus² nya,Alhamdulillah Minggu lalu udah kesitu pas cuaca bagus nya,alhamdulillah minggu lalu udah kesitu pas cuaca bagus nya,alhamdulillah minggu lalu sudah kesitu pas cuaca bagus ya,"['alhamdulillah', 'minggu', 'lalu', 'sudah', 'kesitu', 'pas', 'cuaca', 'bagus', 'ya']","['alhamdulillah', 'minggu', 'kesitu', 'pas', 'cuaca', 'bagus', 'ya']",alhamdulillah minggu kesitu pas cuaca bagus ya,alhamdulillah minggu lalu udah kesitu pas cuaca bagus nya
2025-07-06,15:08:00,ndasku_jebluk,0,dataran tinggi banjir? 😧😲,dataran tinggi banjir ,dataran tinggi banjir ,dataran tinggi banjir,"['dataran', 'tinggi', 'banjir']","['dataran', 'banjir']",datar banjir,dataran tinggi banjir
2025-07-05,19:24:00,harisprehanto,0,dari bekasi ke malang i sabtu tgl 30juni hujan kmrn hbs dri situ ke arah cangar ke noi coffe ..semoga semua baik2 saja amin,dari bekasi ke malang i sabtu tgl juni hujan kmrn hbs dri situ ke arah cangar ke noi coffe semoga semua baik saja amin,dari bekasi ke malang i sabtu tgl juni hujan kmrn hbs dri situ ke arah cangar ke noi coffe semoga semua baik saja amin,dari bekasi ke malang i sabtu tanggal juni hujan kemarin habis dari situ ke arah cangar ke noi coffe semoga semua baik saja amin,"['dari', 'bekasi', 'ke', 'malang', 'i', 'sabtu', 'tanggal', 'juni', 'hujan', 'kemarin', 'habis', 'dari', 'situ', 'ke', 'arah', 'cangar', 'ke', 'noi', 'coffe', 'semoga', 'semua', 'baik', 'saja', 'amin']","['bekasi', 'malang', 'i', 'sabtu', 'tanggal', 'juni', 'hujan', 'kemarin', 'habis', 'situ', 'arah', 'cangar', 'noi', 'coffe', 'semoga', 'amin']",bekas malang i sabtu tanggal juni hujan kemarin habis situ arah cangar noi coffe moga amin,dari bekasi ke malang i sabtu tgl juni hujan kmrn hbs dri situ ke arah cangar ke noi coffe semoga semua baik saja amin
2025-07-11,12:48:00,sindi.khoirun,0,"lah kok bisa banjir disitu , kemarin baru aja dari selecta",lah kok bisa banjir disitu  kemarin baru aja dari selecta,lah kok bisa banjir disitu  kemarin baru aja dari selecta,lah kok bisa banjir disitu kemarin baru saja dari selecta,"['lah', 'kok', 'bisa', 'banjir', 'disitu', 'kemarin', 'baru', 'saja', 'dari', 'selecta']","['banjir', 'disitu', 'kemarin', 'selecta']",banjir situ kemarin selecta,lah kok bisa banjir disitu kemarin baru aja dari selecta
2025-07-05,21:04:00,ayu_mita1,0,"q pas kesana jg ujan deras,,baru aja masuk paralayang",q pas kesana jg ujan derasbaru aja masuk paralayang,q pas kesana jg ujan derasbaru aja masuk paralayang,ku pas kesana juga ujan derasbaru saja masuk paralayang,"['ku', 'pas', 'kesana', 'juga', 'ujan', 'derasbaru', 'saja', 'masuk', 'paralayang']","['ku', 'pas', 'kesana', 'ujan', 'derasbaru', 'masuk', 'paralayang']",ku pas kesana ujan derasbaru masuk paralayang,q pas kesana jg ujan derasbaru aja masuk paralayang
2025-07-06,20:49:00,meeza710,0,Kmrin dari sana alhamdulillah aman... Hari ini banjir ya... Kher insyaallah,Kmrin dari sana alhamdulillah aman Hari ini banjir ya Kher insyaallah,kmrin dari sana alhamdulillah aman hari ini banjir ya kher insyaallah,kemarin dari sana alhamdulillah aman hari ini banjir ya kher insyaallah,"['kemarin', 'dari', 'sana', 'alhamdulillah', 'aman', 'hari', 'ini', 'banjir', 'ya', 'kher', 'insyaallah']","['kemarin', 'alhamdulillah', 'aman', 'banjir', 'ya', 'kher', 'insyaallah']",kemarin alhamdulillah aman banjir ya kher insyaallah,kmrin dari sana alhamdulillah aman hari ini banjir ya kher insyaallah
2025-07-10,21:26:00,tatiana3180,0,"Kapan itu ada hujan ,songgokerto gk da hujan soalnya",Kapan itu ada hujan songgokerto gk da hujan soalnya,kapan itu ada hujan songgokerto gk da hujan soalnya,kapan itu ada hujan songgokerto tidak dah hujan soalnya,"['kapan', 'itu', 'ada', 'hujan', 'songgokerto', 'tidak', 'dah', 'hujan', 'soalnya']","['hujan', 'songgokerto', 'dah', 'hujan']",hujan songgokerto dah hujan,kapan itu ada hujan songgokerto gk da hujan soalnya
2025-07-06,20:23:00,dwita_88,0,kemaren alhamdulillah aman,kemaren alhamdulillah aman,kemaren alhamdulillah aman,kemarin alhamdulillah aman,"['kemarin', 'alhamdulillah', 'aman']","['kemarin', 'alhamdulillah', 'aman']",kemarin alhamdulillah aman,kemaren alhamdulillah aman
2025-07-10,21:28:00,calista.mua.pasuruan,0,Kamis kapan ini saya tadi dari sana ndak ada apa apa,Kamis kapan ini saya tadi dari sana ndak ada apa apa,kamis kapan ini saya tadi dari sana ndak ada apa apa,kamis kapan ini saya tadi dari sana indak ada apa apa,"['kamis', 'kapan', 'ini', 'saya', 'tadi', 'dari', 'sana', 'indak', 'ada', 'apa', 'apa']","['kamis', 'indak']",kamis indak,kamis kapan ini saya tadi dari sana ndak ada apa apa
2025-07-05,20:30:00,namunapalahdayaini,0,aku kamis juga di batu tp di jp 2 sm jp 3. pas di jp 3 agak grimis. trs pulangnya juga berkabut banget 😌 Alhamdulillah ga nemuin hujan lebat,aku kamis juga di batu tp di jp  sm jp  pas di jp  agak grimis trs pulangnya juga berkabut banget  Alhamdulillah ga nemuin hujan lebat,aku kamis juga di batu tp di jp  sm jp  pas di jp  agak grimis trs pulangnya juga berkabut banget  alhamdulillah ga nemuin hujan lebat,aku kamis juga di batu tapi di jp sama jp pas di jp agak grimis terus pulangnya juga berkabut banget alhamdulillah tidak menemukan hujan lebat,"['aku', 'kamis', 'juga', 'di', 'batu', 'tapi', 'di', 'jp', 'sama', 'jp', 'pas', 'di', 'jp', 'agak', 'grimis', 'terus', 'pulangnya', 'juga', 'berkabut', 'banget', 'alhamdulillah', 'tidak', 'menemukan', 'hujan', 'lebat']","['kamis', 'batu', 'jp', 'jp', 'pas', 'jp', 'grimis', 'pulangnya', 'berkabut', 'banget', 'alhamdulillah', 'menemukan', 'hujan', 'lebat']",kamis batu jp jp pas jp grimis pulang kabut banget alhamdulillah temu hujan lebat,aku kamis juga di batu tp di jp sm jp pas di jp agak grimis trs pulangnya juga berkabut banget alhamdulillah ga nemuin hujan lebat
2025-07-04,11:22:00,aleshavaliqa_sr,0,kapan ini kejadiannya?,kapan ini kejadiannya,kapan ini kejadiannya,kapan ini kejadiannya,"['kapan', 'ini', 'kejadiannya']",['kejadiannya'],jadi,kapan ini kejadiannya
2025-07-04,21:08:00,kyzaruz,0,bener... kemaren saya kamis kesana. deres banget. bis g bisa lewat,bener kemaren saya kamis kesana deres banget bis g bisa lewat,bener kemaren saya kamis kesana deres banget bis g bisa lewat,benar kemarin saya kamis kesana deres banget bis tidak bisa lewat,"['benar', 'kemarin', 'saya', 'kamis', 'kesana', 'deres', 'banget', 'bis', 'tidak', 'bisa', 'lewat']","['kemarin', 'kamis', 'kesana', 'deres', 'banget', 'bis']",kemarin kamis kesana deres banget bis,bener kemaren saya kamis kesana deres banget bis g bisa lewat
2025-07-04,14:06:00,teguhirianto766,0,kapan iku?,kapan iku,kapan iku,kapan iku,"['kapan', 'iku']",['iku'],iku,kapan iku
2025-07-04,19:55:00,ag_vian,0,kapan yaa,kapan yaa,kapan yaa,kapan ya,"['kapan', 'ya']",['ya'],ya,kapan yaa
2025-07-04,17:26:00,fahresam,0,Alhamdulillah hari ini sudah terpantau aman lancar bisa dilewati,Alhamdulillah hari ini sudah terpantau aman lancar bisa dilewati,alhamdulillah hari ini sudah terpantau aman lancar bisa dilewati,alhamdulillah hari ini sudah terpantau aman lancar bisa dilewati,"['alhamdulillah', 'hari', 'ini', 'sudah', 'terpantau', 'aman', 'lancar', 'bisa', 'dilewati']","['alhamdulillah', 'terpantau', 'aman', 'lancar', 'dilewati']",alhamdulillah pantau aman lancar lewat,alhamdulillah hari ini sudah terpantau aman lancar bisa dilewati
2025-07-04,17:33:00,lenggonowati,0,Waduh baru kmren pulang dr villa di atas selekat arah kanan naek,Waduh baru kmren pulang dr villa di atas selekat arah kanan naek,waduh baru kmren pulang dr villa di atas selekat arah kanan naek,waduh baru kemarin pulang dari villa di atas selekat arah kanan naik,"['waduh', 'baru', 'kemarin', 'pulang', 'dari', 'villa', 'di', 'atas', 'selekat', 'arah', 'kanan', 'naik']","['kemarin', 'pulang', 'villa', 'selekat', 'arah', 'kanan']",kemarin pulang villa lekat arah kanan,waduh baru kmren pulang dr villa di atas selekat arah kanan naek
2025-07-04,21:54:00,afg4ns,0,"knapa ya dulu dsitu g pernah banjir ???
tp skrg hujan lebat dikit sdh banjir kayak gitu","knapa ya dulu dsitu g pernah banjir 
tp skrg hujan lebat dikit sdh banjir kayak gitu","knapa ya dulu dsitu g pernah banjir 
tp skrg hujan lebat dikit sdh banjir kayak gitu",knapa ya dulu dsitu tidak pernah banjir tapi sekarang hujan lebat dikit sudah banjir kayak begitu,"['knapa', 'ya', 'dulu', 'dsitu', 'tidak', 'pernah', 'banjir', 'tapi', 'sekarang', 'hujan', 'lebat', 'dikit', 'sudah', 'banjir', 'kayak', 'begitu']","['knapa', 'ya', 'dsitu', 'banjir', 'hujan', 'lebat', 'dikit', 'banjir', 'kayak']",knapa ya dsitu banjir hujan lebat dikit banjir kayak,knapa ya dulu dsitu g pernah banjir tp skrg hujan lebat dikit sdh banjir kayak gitu
2025-07-04,17:49:00,magicklin.id,0,kok jek udan ae,kok jek udan ae,kok jek udan ae,kok jek udan saja,"['kok', 'jek', 'udan', 'saja']","['jek', 'udan']",jek udan,kok jek udan ae
2024-07-01,12:57:00,jin.is.01,0,pasar batu yg baru uda operasi ya,pasar batu yg baru uda operasi ya,pasar batu yg baru uda operasi ya,pasar batu yang baru sudah operasi ya,"['pasar', 'batu', 'yang', 'baru', 'sudah', 'operasi', 'ya']","['pasar', 'batu', 'operasi', 'ya']",pasar batu operasi ya,pasar batu yg baru uda operasi ya
2024-06-19,17:11:00,nahla5121,0,dsni harganya murah2 atau sama aja y...kl d banding pasar buat kulakan di sby.,dsni harganya murah atau sama aja ykl d banding pasar buat kulakan di sby,dsni harganya murah atau sama aja ykl d banding pasar buat kulakan di sby,disini harganya murah atau sama saja ykl di banding pasar buat kulakan di surabaya,"['disini', 'harganya', 'murah', 'atau', 'sama', 'saja', 'ykl', 'di', 'banding', 'pasar', 'buat', 'kulakan', 'di', 'surabaya']","['harganya', 'murah', 'ykl', 'banding', 'pasar', 'kulakan', 'surabaya']",harga murah ykl banding pasar kulak surabaya,dsni harganya murah atau sama aja ykl d banding pasar buat kulakan di sby
2024-06-06,03:43:00,hacetoyota,0,kok iso,kok iso,kok iso,kok iso,"['kok', 'iso']",['iso'],iso,kok iso
2024-06-03,17:38:00,samdeni7,0,melok dodol oleh tah,melok dodol oleh tah,melok dodol oleh tah,melok dodol oleh teh,"['melok', 'dodol', 'oleh', 'teh']","['melok', 'dodol', 'teh']",lok dodol teh,melok dodol oleh tah
2024-06-03,14:31:00,farramaintiktok,0,kok aku ga liat ini sblh mananya,kok aku ga liat ini sblh mananya,kok aku ga liat ini sblh mananya,kok aku tidak lihat ini sebelah mananya,"['kok', 'aku', 'tidak', 'lihat', 'ini', 'sebelah', 'mananya']","['lihat', 'sebelah', 'mananya']",lihat belah mana,kok aku ga liat ini sblh mananya
2024-06-03,14:11:00,donny_bercerita,0,kak klo mau parkir mobil di mana ya . klo parkiran nya di buat jualan terimakasih,kak klo mau parkir mobil di mana ya  klo parkiran nya di buat jualan terimakasih,kak klo mau parkir mobil di mana ya  klo parkiran nya di buat jualan terimakasih,kak kalau mau parkir mobil di mana ya kalau parkiran ya di buat jualan terimakasih,"['kak', 'kalau', 'mau', 'parkir', 'mobil', 'di', 'mana', 'ya', 'kalau', 'parkiran', 'ya', 'di', 'buat', 'jualan', 'terimakasih']","['kak', 'parkir', 'mobil', 'ya', 'parkiran', 'ya', 'jualan', 'terimakasih']",kak parkir mobil ya parkir ya jual terimakasih,kak klo mau parkir mobil di mana ya klo parkiran nya di buat jualan terimakasih
2024-06-03,17:12:00,nursrwjynti_,0,kenapa malang gak bisa tertib kyk di batu😭,kenapa malang gak bisa tertib kyk di batu,kenapa malang gak bisa tertib kyk di batu,kenapa malang tidak bisa tertib kayak di batu,"['kenapa', 'malang', 'tidak', 'bisa', 'tertib', 'kayak', 'di', 'batu']","['malang', 'tertib', 'kayak', 'batu']",malang tertib kayak batu,kenapa malang gak bisa tertib kyk di batu
2024-06-04,13:16:00,kentn642005,0,tiap hari kulaan sayur rasanya capek bgt ngusungnya jauh,tiap hari kulaan sayur rasanya capek bgt ngusungnya jauh,tiap hari kulaan sayur rasanya capek bgt ngusungnya jauh,tiap hari kulaan sayur rasanya capek banget ngusungnya jauh,"['tiap', 'hari', 'kulaan', 'sayur', 'rasanya', 'capek', 'banget', 'ngusungnya', 'jauh']","['kulaan', 'sayur', 'capek', 'banget', 'ngusungnya']",kulaan sayur capek banget ngusungnya,tiap hari kulaan sayur rasanya capek bgt ngusungnya jauh
2024-06-04,17:01:00,voenskyy,0,kok di luar?,kok di luar,kok di luar,kok di luar,"['kok', 'di', 'luar']",[],,kok di luar
2024-06-03,18:44:00,preloves.stuff,0,"kalo pagi"" masuk parkir muacettt🥲😭",kalo pagi masuk parkir muacettt,kalo pagi masuk parkir muacettt,kalau pagi masuk parkir muacettt,"['kalau', 'pagi', 'masuk', 'parkir', 'muacettt']","['pagi', 'masuk', 'parkir', 'muacettt']",pagi masuk parkir muacettt,kalo pagi masuk parkir muacettt
2025-02-25,06:30:00,teguhsutarno101,1,semangat p Nur semoga amanah,semangat p Nur semoga amanah,semangat p nur semoga amanah,semangat p nur semoga amanah,"['semangat', 'p', 'nur', 'semoga', 'amanah']","['semangat', 'p', 'nur', 'semoga', 'amanah']",semangat p nur moga amanah,semangat p nur semoga amanah
2025-02-22,14:24:00,endikdsm,1,Joss Gandoss Cak 💪💪💪,Joss Gandoss Cak ,joss gandoss cak ,joss gandoss cak,"['joss', 'gandoss', 'cak']","['joss', 'gandoss', 'cak']",joss gandoss cak,joss gandoss cak
2025-07-11,17:32:00,nofanhm,0,"astaga...kemarin q ke batu,alhamdulillah berawan dan terang 😊🙏",astagakemarin q ke batualhamdulillah berawan dan terang ,astagakemarin q ke batualhamdulillah berawan dan terang ,astagakemarin ku ke batualhamdulillah berawan dan terang,"['astagakemarin', 'ku', 'ke', 'batualhamdulillah', 'berawan', 'dan', 'terang']","['astagakemarin', 'ku', 'batualhamdulillah', 'berawan', 'terang']",astagakemarin ku batualhamdulillah awan terang,astagakemarin q ke batualhamdulillah berawan dan terang
2025-07-09,08:46:00,rima.widodo,0,"Huhuhu minggu depan mau ke malang, aman nggak ya ?",Huhuhu minggu depan mau ke malang aman nggak ya ,huhuhu minggu depan mau ke malang aman nggak ya ,huhuhu minggu depan mau ke malang aman tidak ya,"['huhuhu', 'minggu', 'depan', 'mau', 'ke', 'malang', 'aman', 'tidak', 'ya']","['huhuhu', 'minggu', 'malang', 'aman', 'ya']",huhuhu minggu malang aman ya,huhuhu minggu depan mau ke malang aman nggak ya
2025-07-06,09:25:00,d4rw1s4l1em,0,jossss,jossss,jossss,jossss,['jossss'],['jossss'],jossss,jossss
2025-07-08,21:02:00,ncuss424,0,"brt usang diputer lagi, td siang aman gk da pa2",brt usang diputer lagi td siang aman gk da pa,brt usang diputer lagi td siang aman gk da pa,brt usang diputer lagi tadi siang aman tidak dah apa,"['brt', 'usang', 'diputer', 'lagi', 'tadi', 'siang', 'aman', 'tidak', 'dah', 'apa']","['brt', 'usang', 'diputer', 'siang', 'aman', 'dah']",brt usang puter siang aman dah,brt usang diputer lagi td siang aman gk da pa
2025-07-09,14:49:00,single_papa78,0,dataran tinggi banjir,dataran tinggi banjir,dataran tinggi banjir,dataran tinggi banjir,"['dataran', 'tinggi', 'banjir']","['dataran', 'banjir']",datar banjir,dataran tinggi banjir
2025-07-04,16:43:00,ulan2932,0,ini vvti lama apa baru yaaa,ini vvti lama apa baru yaaa,ini vvti lama apa baru yaaa,ini vvti lama apa baru ya,"['ini', 'vvti', 'lama', 'apa', 'baru', 'ya']","['vvti', 'ya']",vvti ya,ini vvti lama apa baru yaaa
2025-07-04,19:42:00,dkiengoxcel,0,"kmren que ksna, emg sorenya hujan deres bget",kmren que ksna emg sorenya hujan deres bget,kmren que ksna emg sorenya hujan deres bget,kemarin que ksna memang sorenya hujan deres banget,"['kemarin', 'que', 'ksna', 'memang', 'sorenya', 'hujan', 'deres', 'banget']","['kemarin', 'que', 'ksna', 'sorenya', 'hujan', 'deres', 'banget']",kemarin que ksna sore hujan deres banget,kmren que ksna emg sorenya hujan deres bget
2025-07-04,14:26:00,ralins16,0,untung kemaren jam 3 lebih dikit aq turun,untung kemaren jam  lebih dikit aq turun,untung kemaren jam  lebih dikit aq turun,untung kemarin jam lebih dikit aku turun,"['untung', 'kemarin', 'jam', 'lebih', 'dikit', 'aku', 'turun']","['untung', 'kemarin', 'jam', 'dikit', 'turun']",untung kemarin jam dikit turun,untung kemaren jam lebih dikit aq turun
2025-07-04,21:14:00,milikmu1909,0,yaallah bsok mnggu anak mau rekreasi ke sna😭😭,yaallah bsok mnggu anak mau rekreasi ke sna,yaallah bsok mnggu anak mau rekreasi ke sna,yaallah besok mnggu anak mau rekreasi ke sana,"['yaallah', 'besok', 'mnggu', 'anak', 'mau', 'rekreasi', 'ke', 'sana']","['yaallah', 'besok', 'mnggu', 'anak', 'rekreasi']",yaallah besok mnggu anak rekreasi,yaallah bsok mnggu anak mau rekreasi ke sna
